,ProdDate,Actual_kWh,Production1,Production2,Feed,Weekday,BRP,ExpectedkWh,Residuals,CUSUM,TargetkWh,ResidualsT,CUSUMT
648,2020-10-10,214462.0,17356.909355,,17356.909355,Saturday,RP,202811.28,11650.71875,-201783.5390625,196726.95,-6084.328,-1560201.6
649,2020-10-11,66091.0,585.8111002,,585.8111002,Sunday,RP,89916.86,-23825.859375,-225609.3984375,87219.36,-2697.5,-1562899.1
650,2020-10-12,219178.0,17817.757355,,17817.757355,Monday,RP,203035.78,16142.21875,-209467.1796875,196944.72,-6091.0625,-1568990.2
651,2020-10-13,206884.0,15769.669365000002,,15769.669365000002,Tuesday,RP,193150.9,13733.09375,-195734.0859375,187356.39,-5794.5156,-1574784.8
652,2020-10-14,97384.0,2815.901874,,2815.901874,Wednesday,RP,101508.91,-4124.90625,-199858.9921875,98463.64,-3045.2656,-1577830.0
653,2020-10-15,213638.0,19838.401095,,19838.401095,Thursday,RP,208944.47,4693.53125,-195165.4609375,202676.14,-6268.328,-1584098.4
655,2020-10-17,207332.0,21952.834715,,21952.834715,Saturday,RP,208944.47,-1612.46875,-196777.9296875,202676.14,-6268.328,-1590366.8
657,2020-10-19,204295.0,18263.61184,,18263.61184,Monday,RP,206878.36,-2583.359375,-199361.2890625,200672.02,-6206.3438,-1596573.1
658,2020-10-20,166113.0,9798.884396,,9798.884396,Tuesday,RP,162459.94,3653.0625,-195708.2265625,157586.14,-4873.797,-1601446.9
659,2020-10-21,196771.0,13956.17807,,13956.17807,Wednesday,RP,190922.22,5848.78125,-189859.4453125,185194.56,-5727.6562,-1607174.5
660,2020-10-22,152842.0,9153.6620465,,9153.6620465,Thursday,RP,150089.44,2752.5625,-187106.8828125,145586.77,-4502.672,-1611677.1
661,2020-10-23,220156.0,18707.755075,,18707.755075,Friday,RP,207911.66,12244.34375,-174862.5390625,201674.31,-6237.3438,-1617914.5
662,2020-10-24,167039.0,10910.26352,,10910.26352,Saturday,RP,162585.2,4453.796875,-170408.7421875,157707.66,-4877.547,-1622792.0
663,2020-10-25,55504.0,1008.0490475,,1008.0490475,Sunday,RP,89916.86,-34412.859375,-204821.6015625,87219.36,-2697.5,-1625489.5
664,2020-10-26,213222.0,18254.70026,,18254.70026,Monday,RP,206878.36,6343.640625,-198477.9609375,200672.02,-6206.3438,-1631695.9
665,2020-10-27,211870.0,17196.449695,,17196.449695,Tuesday,RP,202811.28,9058.71875,-189419.2421875,196726.95,-6084.328,-1637780.2
666,2020-10-28,216133.0,19048.556275,,19048.556275,Wednesday,RP,205364.78,10768.21875,-178651.0234375,199203.84,-6160.9375,-1643941.2
667,2020-10-29,137868.0,8788.014202,,8788.014202,Thursday,RP,146589.3,-8721.296875,-187372.3203125,142191.62,-4397.672,-1648338.9
668,2020-10-30,210788.0,19882.79231,,19882.79231,Friday,RP,208944.47,1843.53125,-185528.7890625,202676.14,-6268.328,-1654607.2
669,2020-10-31,164654.0,10418.05219,,10418.05219,Saturday,RP,162585.2,2068.796875,-183459.9921875,157707.66,-4877.547,-1659484.8
671,2020-11-02,209895.0,18826.3228,,18826.3228,Monday,RP,207019.98,2875.015625,-180584.9765625,200809.39,-6210.5938,-1665695.4
672,2020-11-03,214907.0,17544.75851,,17544.75851,Tuesday,RP,202811.28,12095.71875,-168489.2578125,196726.95,-6084.328,-1671779.8
673,2020-11-04,208643.0,16661.265144999998,,16661.265144999998,Wednesday,RP,197776.19,10866.8125,-157622.4453125,191842.9,-5933.2812,-1677713.0
674,2020-11-05,149762.0,7223.4395785,,7223.4395785,Thursday,RP,138331.44,11430.5625,-146191.8828125,134181.5,-4149.9375,-1681863.0
675,2020-11-06,206550.0,17231.575445000002,,17231.575445000002,Friday,RP,202811.28,3738.71875,-142453.1640625,196726.95,-6084.328,-1687947.4
676,2020-11-07,211192.0,15841.63607,,15841.63607,Saturday,RP,193630.3,17561.703125,-124891.4609375,187821.39,-5808.9062,-1693756.2
678,2020-11-09,213924.0,16744.600850000003,,16744.600850000003,Monday,RP,198162.9,15761.09375,-109130.3671875,192218.03,-5944.875,-1699701.1
679,2020-11-10,145766.0,7216.7062195,,7216.7062195,Tuesday,RP,138331.44,7434.5625,-101695.8046875,134181.5,-4149.9375,-1703851.0
681,2020-11-12,106773.0,6200.6020690000005,,6200.6020690000005,Thursday,RP,117582.38,-10809.3828125,-112505.1875,114054.914,-3527.4688,-1707378.5
682,2020-11-13,208296.0,15964.940245,,15964.940245,Friday,RP,197787.83,10508.171875,-101997.015625,191854.2,-5933.625,-1713312.1
683,2020-11-14,196981.0,13771.70244,,13771.70244,Saturday,RP,189613.84,7367.15625,-94629.859375,183925.44,-5688.4062,-1719000.5
685,2020-11-16,195140.0,15801.087715,,15801.087715,Monday,RP,190418.67,4721.328125,-89908.53125,184706.11,-5712.5625,-1724713.0
686,2020-11-17,205036.0,15714.92801,,15714.92801,Tuesday,RP,194625.58,10410.421875,-79498.109375,188786.81,-5838.7656,-1730551.8
687,2020-11-18,206738.0,15690.542235,,15690.542235,Wednesday,RP,194625.58,12112.421875,-67385.6875,188786.81,-5838.7656,-1736390.5
688,2020-11-19,139331.0,8274.6059625,,8274.6059625,Thursday,RP,145820.47,-6489.46875,-73875.15625,141445.86,-4374.6094,-1740765.1
689,2020-11-20,207246.0,14474.849105,,14474.849105,Friday,RP,191141.55,16104.453125,-57770.703125,185407.31,-5734.2344,-1746499.4
693,2020-11-24,184002.0,13319.74796,,13319.74796,Tuesday,RP,187770.02,-3768.015625,-61538.71875,182136.92,-5633.0938,-1752132.5
694,2020-11-25,175499.0,10102.876045,,10102.876045,Wednesday,RP,163554.8,11944.203125,-49594.515625,158648.16,-4906.6406,-1757039.1
695,2020-11-26,211280.0,15926.788985,,15926.788985,Thursday,RP,192817.05,18462.953125,-31131.5625,187032.55,-5784.5,-1762823.6
696,2020-11-27,169352.0,10329.116375,,10329.116375,Friday,RP,162585.2,6766.796875,-24364.765625,157707.66,-4877.547,-1767701.1
697,2020-11-28,153897.0,15004.21768,,15004.21768,Saturday,RP,192280.73,-38383.734375,-62748.5,186512.31,-5768.422,-1773469.5
