,DateOnly,Actual_kWh,Production1,Production2,Feed
388,2020-01-24,171434.0,11628.34133,,11628.34133
389,2020-01-25,194566.0,16693.97279,,16693.97279
390,2020-01-26,96059.0,5216.328648,,5216.328648
391,2020-01-27,141280.0,8491.57327,,8491.57327
392,2020-01-28,113136.0,6014.7975575,,6014.7975575
393,2020-01-29,191571.0,15801.085725,,15801.085725
394,2020-01-30,122007.0,7829.4066195,,7829.4066195
395,2020-01-31,204353.0,18380.070815,,18380.070815
396,2020-02-01,100048.0,4704.7111475,,4704.7111475
397,2020-02-02,33954.0,985.06016,,985.06016
398,2020-02-03,195541.0,18820.37916,,18820.37916
399,2020-02-04,206349.0,17624.764375,,17624.764375
400,2020-02-05,196744.0,14787.153794999998,,14787.153794999998
401,2020-02-06,164359.0,12095.694674999999,,12095.694674999999
402,2020-02-07,119813.0,5626.920959,,5626.920959
403,2020-02-08,194841.0,15350.227725,,15350.227725
404,2020-02-09,45689.0,511.8401037,,511.8401037
405,2020-02-10,176652.0,13182.58526,,13182.58526
406,2020-02-11,201747.0,17371.22265,,17371.22265
407,2020-02-12,192174.0,14728.687385000001,,14728.687385000001
408,2020-02-13,120874.0,5835.560794999999,,5835.560794999999
409,2020-02-14,178879.0,13392.421245000001,,13392.421245000001
410,2020-02-15,199992.0,13956.681489999999,,13956.681489999999
411,2020-02-16,45560.0,890.22656665,,890.22656665
412,2020-02-17,182582.0,14214.112715,,14214.112715
413,2020-02-18,150894.0,6999.7800145,,6999.7800145
414,2020-02-19,105485.0,3028.7148555000003,,3028.7148555000003
415,2020-02-20,84012.0,3948.7713235,,3948.7713235
416,2020-02-21,199139.0,17857.493835,,17857.493835
417,2020-02-22,202485.0,15754.18257,,15754.18257
418,2020-02-23,46057.0,899.7834468,,899.7834468
419,2020-02-24,192906.0,19858.961765,,19858.961765
420,2020-02-25,198222.0,16200.987255,,16200.987255
421,2020-02-26,213568.0,19431.048170000002,,19431.048170000002
422,2020-02-27,133687.0,8499.4234175,,8499.4234175
423,2020-02-28,193450.0,17513.786585,,17513.786585
424,2020-02-29,112474.0,5483.608806,,5483.608806
425,2020-03-01,41986.0,1338.697094,,1338.697094
426,2020-03-02,212631.0,20106.715505,,20106.715505
427,2020-03-03,192621.0,15202.999875,,15202.999875
428,2020-03-04,209918.0,20791.52511,,20791.52511
429,2020-03-05,114783.0,5053.738664,,5053.738664
430,2020-03-06,207316.0,18763.43086,,18763.43086
431,2020-03-07,186855.0,14172.56263,,14172.56263
432,2020-03-08,45438.0,901.1127855,,901.1127855
433,2020-03-09,194840.0,16842.56469,,16842.56469
434,2020-03-10,209681.0,17063.851815,,17063.851815
435,2020-03-11,70688.0,154.1664998,,154.1664998
436,2020-03-12,68576.0,114.65542595,,114.65542595
437,2020-03-13,185909.0,10244.785308999999,,10244.785308999999
438,2020-03-14,201408.0,19503.911200000002,,19503.911200000002
439,2020-03-15,43626.0,8099.3526145000005,,8099.3526145000005
440,2020-03-16,202685.0,11617.600125,,11617.600125
441,2020-03-17,205145.0,16546.83257,,16546.83257
442,2020-03-18,178075.0,14020.377704999999,,14020.377704999999
443,2020-03-19,125913.0,6154.6616675000005,,6154.6616675000005
444,2020-03-20,186078.0,17648.153554999997,,17648.153554999997
445,2020-03-21,124274.0,24335.99927,,24335.99927
446,2020-03-22,45438.0,24335.99927,,24335.99927
447,2020-03-23,194840.0,15624.574284999999,,15624.574284999999
448,2020-03-24,209681.0,17883.967045,,17883.967045
449,2020-03-25,70688.0,17523.801515,,17523.801515
450,2020-03-26,68576.0,5089.0499145,,5089.0499145
451,2020-03-27,185909.0,32.829864377,,32.829864377
452,2020-03-28,115031.0,29.7028566915,,29.7028566915
453,2020-03-29,27089.0,31.359236095,,31.359236095
454,2020-03-30,30676.0,25.52940126,,25.52940126
