,ProdDate,Actual_kWh,Production1,Production2,Feed,Weekday,BRP
467,2020-04-12,39956.0,32.718524045,,32.718524045,Sunday,RP
468,2020-04-13,41960.0,34.99928891,,34.99928891,Monday,RP
469,2020-04-14,139174.0,12034.75506,,12034.75506,Tuesday,RP
470,2020-04-15,153560.0,10264.979095,,10264.979095,Wednesday,RP
471,2020-04-16,61293.0,35.124919535,,35.124919535,Thursday,RP
472,2020-04-17,51926.0,35.5479937335,,35.5479937335,Friday,RP
473,2020-04-18,46470.0,35.962551320500005,,35.962551320500005,Saturday,RP
474,2020-04-19,42856.0,35.996998785,,35.996998785,Sunday,RP
475,2020-04-20,48502.0,35.92163553,,35.92163553,Monday,RP
476,2020-04-21,128468.0,9285.5341845,,9285.5341845,Tuesday,RP
477,2020-04-22,197770.0,16802.134015,,16802.134015,Wednesday,RP
478,2020-04-23,177437.0,13712.20159,,13712.20159,Thursday,RP
479,2020-04-24,89904.0,2972.207015,,2972.207015,Friday,RP
480,2020-04-25,49929.0,342.7838929,,342.7838929,Saturday,RP
481,2020-04-26,38224.0,35.9651819750058,,35.9651819750058,Sunday,RP
482,2020-04-27,133992.0,10643.21372,,10643.21372,Monday,RP
483,2020-04-28,199288.0,16067.97845,,16067.97845,Tuesday,RP
484,2020-04-29,152918.0,10100.64278,,10100.64278,Wednesday,RP
485,2020-04-30,194904.0,14770.774565,,14770.774565,Thursday,RP
486,2020-05-01,52657.0,35.57015224,,35.57015224,Friday,RP
487,2020-05-02,47279.0,35.849103685,,35.849103685,Saturday,RP
488,2020-05-03,40992.0,35.281969365,,35.281969365,Sunday,RP
489,2020-05-04,150217.0,12508.660115,,12508.660115,Monday,RP
490,2020-05-05,210275.0,18304.72126,,18304.72126,Tuesday,RP
491,2020-05-06,216344.0,19283.658165,,19283.658165,Wednesday,RP
492,2020-05-07,152133.0,9842.6275765,,9842.6275765,Thursday,RP
493,2020-05-08,199902.0,16855.90262,,16855.90262,Friday,RP
494,2020-05-09,166925.0,11064.984695,,11064.984695,Saturday,RP
495,2020-05-10,45127.0,736.84280865,,736.84280865,Sunday,RP
496,2020-05-11,211040.0,19146.552125,,19146.552125,Monday,RP
497,2020-05-12,209984.0,17430.605134999998,,17430.605134999998,Tuesday,RP
498,2020-05-13,217593.0,19607.411525,,19607.411525,Wednesday,RP
499,2020-05-14,148042.0,8939.0009995,,8939.0009995,Thursday,RP
500,2020-05-15,205513.0,15420.33979,,15420.33979,Friday,RP
501,2020-05-16,202152.0,15071.744755,,15071.744755,Saturday,RP
502,2020-05-17,99326.0,5854.1603405,,5854.1603405,Sunday,RP
503,2020-05-18,202457.0,18725.35368,,18725.35368,Monday,RP
504,2020-05-19,208037.0,16362.77194,,16362.77194,Tuesday,RP
505,2020-05-20,218411.0,19358.162915,,19358.162915,Wednesday,RP
506,2020-05-21,153524.0,9878.212972,,9878.212972,Thursday,RP
507,2020-05-22,213681.0,18563.123175,,18563.123175,Friday,RP
508,2020-05-23,220948.0,19478.831565,,19478.831565,Saturday,RP
509,2020-05-24,94460.0,4922.85514,,4922.85514,Sunday,RP
510,2020-05-25,213016.0,18685.816715,,18685.816715,Monday,RP
511,2020-05-26,222168.0,19866.229575,,19866.229575,Tuesday,RP
512,2020-05-27,231089.0,19495.60338,,19495.60338,Wednesday,RP
513,2020-05-28,223086.0,16858.17688,,16858.17688,Thursday,RP
514,2020-05-29,190955.0,15631.70668,,15631.70668,Friday,RP
515,2020-05-30,150247.0,9934.8794945,,9934.8794945,Saturday,RP
516,2020-05-31,49007.0,321.19662715,,321.19662715,Sunday,RP
517,2020-06-01,187695.0,15273.715525,,15273.715525,Monday,RP
518,2020-06-02,219177.0,20300.017975,,20300.017975,Tuesday,RP
519,2020-06-03,215332.0,17379.233355,,17379.233355,Wednesday,RP
520,2020-06-04,209291.0,17070.4356,,17070.4356,Thursday,RP
521,2020-06-05,80465.0,178.21233889,,178.21233889,Friday,RP
522,2020-06-06,54022.0,148.641065435,,148.641065435,Saturday,RP
523,2020-06-07,21437.0,87.8957854,,87.8957854,Sunday,RP
524,2020-06-08,55457.0,0.0,,0.0,Monday,RP
525,2020-06-09,53957.0,0.0,,0.0,Tuesday,RP
526,2020-06-10,48306.0,0.0,,0.0,Wednesday,RP
527,2020-06-11,57275.0,0.0,,0.0,Thursday,RP
528,2020-06-12,58631.0,0.0,,0.0,Friday,RP
529,2020-06-13,58596.0,0.0,,0.0,Saturday,RP
530,2020-06-14,50093.0,0.0,,0.0,Sunday,RP
531,2020-06-15,160701.0,5780.412321,,5780.412321,Monday,RP
532,2020-06-16,204053.0,9384.00119877,,9384.00119877,Tuesday,RP
533,2020-06-17,221027.0,11466.512491,,11466.512491,Wednesday,RP
534,2020-06-18,224651.0,18461.144655,,18461.144655,Thursday,RP
535,2020-06-19,188757.0,13649.00896,,13649.00896,Friday,RP
536,2020-06-20,196580.0,15309.57495,,15309.57495,Saturday,RP
537,2020-06-21,99144.0,3941.0270825,,3941.0270825,Sunday,RP
538,2020-06-22,198404.0,16721.686419999998,,16721.686419999998,Monday,RP
539,2020-06-23,217382.0,19268.69878,,19268.69878,Tuesday,RP
540,2020-06-24,221712.0,18803.65808,,18803.65808,Wednesday,RP
541,2020-06-25,215093.0,16356.058215,,16356.058215,Thursday,RP
542,2020-06-26,188289.0,13057.96405,,13057.96405,Friday,RP
543,2020-06-27,217264.0,18500.792685,,18500.792685,Saturday,RP
544,2020-06-28,95333.0,4211.570488,,4211.570488,Sunday,RP
545,2020-06-29,185273.0,17232.355885,,17232.355885,Monday,RP
546,2020-06-30,213465.0,17062.769675,,17062.769675,Tuesday,RP
547,2020-07-01,163435.0,11541.96153,,11541.96153,Wednesday,RP
548,2020-07-02,223263.0,18456.46606,,18456.46606,Thursday,RP
549,2020-07-03,220489.0,18895.77463,,18895.77463,Friday,RP
550,2020-07-04,207960.0,14720.759145,,14720.759145,Saturday,RP
551,2020-07-05,90687.0,825.097755,,825.097755,Sunday,RP
552,2020-07-06,202077.0,17389.75615,,17389.75615,Monday,RP
553,2020-07-07,218551.0,18436.895055,,18436.895055,Tuesday,RP
554,2020-07-08,193821.0,14730.278315,,14730.278315,Wednesday,RP
555,2020-07-09,122072.0,5856.908583,,5856.908583,Thursday,RP
556,2020-07-10,210055.0,20048.83845,,20048.83845,Friday,RP
557,2020-07-11,198752.0,15595.098335,,15595.098335,Saturday,RP
558,2020-07-12,54386.0,2174.0633475,,2174.0633475,Sunday,RP
559,2020-07-13,212827.0,20459.96589,,20459.96589,Monday,RP
560,2020-07-14,209660.0,18375.1785,,18375.1785,Tuesday,RP
561,2020-07-15,189635.0,16388.98792,,16388.98792,Wednesday,RP
562,2020-07-16,112847.0,2845.3123095,,2845.3123095,Thursday,RP
563,2020-07-17,217356.0,20232.901335,,20232.901335,Friday,RP
564,2020-07-18,226784.0,19307.893635,,19307.893635,Saturday,RP
565,2020-07-19,99967.0,0.0012000005,,0.0012000005,Sunday,RP
566,2020-07-20,153480.0,6326.286005,,6326.286005,Monday,RP
567,2020-07-21,215543.0,14711.187455,,14711.187455,Tuesday,RP
568,2020-07-22,201240.0,16191.84878,,16191.84878,Wednesday,RP
569,2020-07-23,152231.0,10009.8259225,,10009.8259225,Thursday,RP
570,2020-07-24,226241.0,20899.18797,,20899.18797,Friday,RP
571,2020-07-25,224173.0,20642.13987,,20642.13987,Saturday,RP
572,2020-07-26,108904.0,5145.6947155,,5145.6947155,Sunday,RP
573,2020-07-27,225873.0,13960.077995,,13960.077995,Monday,RP
574,2020-07-28,227636.0,17501.54034,,17501.54034,Tuesday,RP
575,2020-07-29,217356.0,17896.595665,,17896.595665,Wednesday,RP
576,2020-07-30,160245.0,11399.9233,,11399.9233,Thursday,RP
577,2020-07-31,221157.0,13993.361408,,13993.361408,Friday,RP
578,2020-08-01,178545.0,6518.540569825001,,6518.540569825001,Saturday,RP
579,2020-08-02,53350.0,687.071206865,,687.071206865,Sunday,RP
580,2020-08-03,212880.0,11320.749429,,11320.749429,Monday,RP
581,2020-08-04,223695.0,10755.8303746,,10755.8303746,Tuesday,RP
582,2020-08-05,218363.0,10556.3255678,,10556.3255678,Wednesday,RP
583,2020-08-06,157491.0,8567.3809815,,8567.3809815,Thursday,RP
584,2020-08-07,227286.0,20705.44885,,20705.44885,Friday,RP
585,2020-08-08,217131.0,21874.82851,,21874.82851,Saturday,RP
586,2020-08-09,106022.0,6620.600278,,6620.600278,Sunday,RP
587,2020-08-10,207222.0,20549.53629,,20549.53629,Monday,RP
588,2020-08-11,204644.0,17483.37724,,17483.37724,Tuesday,RP
589,2020-08-12,203179.0,18169.710915,,18169.710915,Wednesday,RP
590,2020-08-13,165151.0,16665.08425,,16665.08425,Thursday,RP
591,2020-08-14,222932.0,18931.488195,,18931.488195,Friday,RP
